# name                    kind   codec expected minimum-quality-db relative-path                                                     SHA-256
mp4-h264-vfr-aac           audio  auto  accept   75                 video-compat/never-final/h264-vfr-aac.mp4                         8449022287131bb805769b91d519b6446bfe104d685b83457ddfe23a4d2a5d87
mov-hevc-main-aac          audio  auto  accept   75                 video-compat/never-final/hevc-main-aac.mov                        1d151cac1f9b7ffbf2ae2cb9debd004f31ff7379f65d5a035381421ae0ea3c17
mov-hevc-main422-aac       audio  auto  accept   75                 video-compat/never-final/hevc-main422-10-aac.mov                  f4cfccf35c96de2291c996f332bfdeb1b46fe6dff9857380b52abd50908335bb
mov-hevc-main444-aac       audio  auto  accept   75                 video-compat/never-final/hevc-main444-10-aac.mov                  2caf011794987b462a5ad51393705b66eee63c26993699eaad84b12bcf20e0b2
matroska-hevc-aac          audio  auto  accept   75                 video-compat/never-final/matroska-hevc-aac.mkv                    00a4622c39f38914f5b2e3ee28b92fade758c1e44420c2ef22fb5a502daeee87
webm-av1-opus             audio  auto  accept   25                 video-compat/never-final/av1-main-opus.webm                       609fc3b601badab08942d51a9400815f13a5a7bdf707d1be5727f09148d13057
webm-av1-main10-opus      audio  auto  accept   25                 video-compat/never-final/av1-main10-opus.webm                     a7d3a21423d8fdad5e011f9f23b1cdc3631cea69b5b9a6ca87a02e5a8e8fcb15
webm-vp9-main10-opus      audio  auto  accept   25                 video-compat/never-final/vp9-profile2-10bit-opus.webm             268660a724a30cd67a5e4972ca8b8f754e630ba48f6a2d40a73e4640f657106c
mov-hevc-main10-pcm       audio  auto  accept   120                video-compat/never-final/hevc-main10-pcm.mov                      7c0baed7b17626c8e7bb8059d7eb5f65553334b6d8dab679f50a13fdd7573380
mov-dnxhr-hq-pcm          audio  auto  accept   120                video-compat/never-final/dnxhr-hq-pcm.mov                         fa5f6a5da00c0cf4f70d319fad717bcf23dec3f16c63047f77b81ebcae57c8a2
mov-prores-hq-pcm         audio  auto  accept   120                video-compat/never-final/prores-422-hq-pcm.mov                    39fc612ffe7718bada49dec4b0838bcc16000c12c931d041224ae5b58e37c809

# MPEG transport streams and explicit codec gaps.
mpeg-ts-aac               audio  auto  accept   35                 mpeg-ts/aac-stereo-48k.ts                                        92d1fdc51f925de12f56294f14ac134618d9ad6860b4876aca5a17eb9e08dc8e
m2ts-aac                  audio  auto  accept   35                 mpeg-ts/aac-stereo-48k.m2ts                                      443540b05358818709fa49da3be04fb4721abaf5e2b5ce65456fcdaa3f4fd711
m2ts-lpcm                 audio  auto  accept   120                mpeg-ts/lpcm-stereo-48k.m2ts                                     d4457974cab36ddb7babd0ce1dc87d13de1469db12453bb7d279cd67a45884ab
mp4-he-aac                audio  auto  accept   60                 itag139/yt_itag_139_he_aac.mp4                                  93573721e003d3f13a5472461e7c0739eb516cf422f709e08b7e158af60aea17
mpeg-ts-mp2               audio  auto  accept   45                 mpeg-ts/mp2-stereo-48k.ts                                        3409957fe29cd270b137cd14dff7a182e7b292b39f3f06269c98e9fa571a0c8c
m2ts-dts                  audio  auto  reject   0                  mpeg-ts/dts-stereo-48k.m2ts                                      f9adf85f8be1e4d2c76ef4adf49222c602ba7f7beb271ab19f0b8e063776bd85

# MXF PCM: OP-Atom, OP1a, and D-10 AES3 source packing.
mxf-avid-pcm              audio  auto  accept   120                mxf-avid/Avid-00005.mxf                                           84852d300e9ea6b2c84b416add4a34fe93df98ca0b391eb687daea1e211da6cd
mxf-d10-aes3-pcm          audio  auto  accept   120                mxf-avid/d10-aes3-stereo-16bit.mxf                                f74cd89d702f46d695770f7845943bae03359f0e8360092febb62081ab719863
mxf-avid-track-pcm        audio  auto  accept   120                mxf-avid/track_02_a01.mxf                                         4d00abfc2f45e404b964c477f08ed186d3866814539c7bd48b9555ca79d84085
mxf-opatom-pcm24          audio  auto  accept   120                mxf-opatom/pcm24-mono-48k.mxf                                     aedfba2377da01721eecd7d475962c63b12f4f258915c468bb0ede5c395d847e
mxf-op1a-video-pcm        audio  auto  accept   120                video-compat/never-final/dnxhr-hqx-pcm.mxf                       2676aa9bbbcf63fd9c4453a3a30be653c3ffafbec0cc8bd5b7f6132947fa2525
